vehicle_type,fuel_capacity_liters,current_fuel_liters,avg_mileage_kmpl,daily_travel_km,days_since_last_refill,historical_avg_refill_gap_days,highway_ratio,fuel_exhaustion_days
sedan,48.7,34.5,19.9,110.5,3,11,0.04,5.99
sedan,42.2,28.7,14.1,98.1,21,13,0.01,4.5
truck,81.0,60.9,8.1,24.7,25,3,0.82,23.32
motorcycle,14.5,5.2,45.1,66.5,17,16,0.54,3.86
hatchback,41.2,8.3,15.4,38.0,14,15,0.33,3.53
motorcycle,13.7,2.8,35.0,32.1,13,7,0.34,3.28
hatchback,38.6,22.1,18.0,117.8,5,7,0.19,3.77
truck,115.1,23.8,10.2,45.0,3,16,0.86,6.13
sedan,48.8,37.3,20.5,90.5,26,15,0.94,9.97
sedan,38.9,19.9,21.9,83.4,4,9,0.95,5.86
motorcycle,13.9,9.1,52.9,74.8,14,13,0.14,6.63
sedan,42.4,30.2,17.8,10.1,9,20,0.89,61.71
truck,84.3,61.2,10.3,88.2,27,18,0.64,6.99
motorcycle,13.4,11.3,31.7,9.3,7,15,0.19,36.85
hatchback,31.4,18.8,23.9,69.4,28,6,0.04,6.23
sedan,37.8,19.9,21.9,105.8,27,19,0.54,4.99
suv,70.6,56.0,8.2,113.5,9,12,0.33,4.43
sedan,38.8,11.4,15.1,77.0,2,3,0.73,2.55
hatchback,39.8,22.1,20.6,42.1,18,11,0.46,10.67
motorcycle,13.2,4.6,31.3,83.8,1,13,0.6,1.9
hatchback,35.1,34.0,19.6,112.3,28,5,0.03,5.98
suv,52.3,38.0,12.4,19.6,10,17,0.81,26.8
truck,75.5,73.1,11.2,41.6,26,15,0.99,24.54
sedan,42.9,29.1,13.2,111.1,26,18,0.35,3.34
motorcycle,12.6,12.5,54.3,35.8,14,10,0.84,20.64
truck,113.9,32.5,5.2,103.9,5,4,0.35,1.58
hatchback,38.5,4.0,23.7,112.7,23,6,0.88,0.93
motorcycle,16.6,4.4,31.5,16.4,19,5,0.5,9.29
truck,91.5,63.9,6.3,112.3,2,15,0.94,4.29
motorcycle,16.3,8.4,47.4,91.1,6,3,0.96,5.69
suv,75.8,29.0,15.9,83.3,29,12,0.09,5.83
suv,71.2,6.8,8.0,18.8,15,8,0.54,3.32
sedan,38.4,8.4,13.1,103.6,20,14,0.14,1.06
sedan,39.9,23.3,20.8,53.1,27,6,1.0,12.11
suv,50.7,44.0,8.2,77.8,26,15,0.29,5.33
motorcycle,11.4,2.4,32.2,41.6,25,8,0.66,2.04
suv,64.5,54.2,10.5,48.3,0,20,0.96,13.33
sedan,37.8,11.6,13.3,61.4,0,11,0.1,2.51
suv,73.1,47.2,13.6,59.3,18,5,0.54,11.96
suv,72.1,51.9,12.3,61.7,27,15,0.82,11.47
motorcycle,18.2,13.9,59.8,20.3,12,20,0.98,50.48
truck,87.8,64.7,11.8,68.0,13,12,0.02,10.32
sedan,37.6,26.9,12.4,109.1,7,20,0.65,3.47
motorcycle,12.5,3.1,37.3,31.7,29,9,0.79,4.32
suv,69.3,37.1,10.1,86.1,17,8,0.51,4.96
suv,55.9,28.7,10.4,11.2,0,4,0.49,29.38
truck,80.8,80.3,7.5,77.1,24,15,0.64,7.9
sedan,46.3,26.8,17.0,97.9,8,16,0.23,4.74
sedan,53.5,50.5,20.7,29.2,23,10,0.63,40.98
hatchback,32.5,17.2,16.8,69.5,7,16,0.79,4.52
sedan,45.9,11.6,13.1,18.8,28,11,0.04,8.55
truck,118.4,117.9,6.0,54.1,22,12,0.89,15.15
hatchback,34.3,15.6,17.6,94.0,2,4,0.86,3.39
hatchback,33.4,12.7,18.5,38.5,12,5,0.41,6.62
suv,65.3,14.9,12.7,114.6,16,5,0.75,2.01
suv,76.1,75.1,10.7,45.9,25,15,0.13,18.39
sedan,41.8,28.3,17.1,109.0,7,12,0.81,5.29
hatchback,32.6,13.4,15.9,85.8,15,12,0.55,2.9
suv,73.3,18.3,11.4,22.4,15,11,0.63,11.22
truck,105.6,15.9,6.2,6.4,27,8,0.54,15.36
suv,62.8,48.4,9.5,28.2,25,16,0.34,17.41
suv,78.0,5.4,8.9,57.9,22,19,0.87,0.97
hatchback,30.4,4.1,19.9,19.2,14,20,0.61,4.99
hatchback,37.9,37.5,21.9,91.9,26,7,0.34,9.25
motorcycle,10.4,7.6,34.3,108.9,21,13,0.09,2.51
truck,106.8,4.4,8.5,104.1,26,18,0.75,0.44
hatchback,43.8,35.3,21.6,95.8,27,16,0.04,8.97
sedan,39.0,25.4,16.0,74.8,25,18,0.44,6.14
truck,114.5,88.4,5.8,66.9,22,11,0.59,8.17
truck,86.4,25.3,7.3,32.8,11,14,0.35,6.13
hatchback,35.4,26.3,17.5,40.1,17,20,0.04,11.65
truck,113.7,33.7,6.0,119.6,17,18,0.37,1.92
hatchback,34.7,8.9,18.2,85.6,20,19,0.64,2.08
suv,52.1,18.5,13.5,89.6,20,9,0.01,2.79
motorcycle,15.5,9.1,51.7,110.9,14,15,0.7,4.79
suv,65.4,10.1,11.1,70.8,18,12,0.13,1.67
hatchback,33.9,1.1,16.3,95.8,29,10,0.3,0.21
hatchback,38.4,22.7,19.4,117.8,15,3,0.2,3.6
suv,69.7,38.1,11.4,82.4,9,16,0.82,6.38
sedan,49.6,27.3,20.8,100.3,11,13,0.57,6.49
sedan,47.9,31.2,18.7,83.1,5,16,0.19,6.52
sedan,47.6,20.0,19.6,19.4,26,19,0.56,20.51
hatchback,36.1,2.2,14.4,15.9,6,11,0.26,2.1
truck,62.0,44.2,11.0,20.9,22,10,0.16,24.36
hatchback,44.5,30.5,23.8,55.0,21,13,0.21,13.21
truck,67.1,47.4,7.6,41.5,22,5,0.41,9.09
suv,67.0,20.7,15.4,88.9,13,16,0.21,3.93
motorcycle,11.4,8.9,43.6,31.7,12,19,0.54,13.7
truck,98.3,87.5,11.7,112.5,11,12,0.33,9.81
sedan,41.6,34.3,13.9,68.1,8,20,0.83,7.65
hatchback,42.3,31.7,21.0,12.7,29,4,0.7,62.84
suv,78.3,60.8,14.7,67.7,19,5,0.47,14.78
sedan,48.4,30.1,19.8,9.8,2,8,0.21,57.41
suv,79.6,63.9,15.4,36.3,24,11,0.55,32.63
motorcycle,13.9,9.7,53.7,38.2,6,16,0.53,15.49
hatchback,34.0,33.5,14.6,46.2,8,16,0.98,12.29
hatchback,44.3,9.1,15.7,97.5,16,3,0.23,1.47
motorcycle,18.9,6.0,50.9,50.4,26,19,0.14,6.24
hatchback,31.7,7.1,18.1,67.6,14,16,0.42,2.11
truck,60.1,4.2,8.1,11.9,5,12,0.73,2.9
suv,67.9,53.8,9.3,24.9,29,15,0.58,19.55
sedan,36.9,8.9,19.3,8.3,8,7,0.36,24.42
motorcycle,15.0,14.3,33.0,96.8,19,12,0.38,5.26
truck,102.5,95.3,10.0,94.2,24,20,0.32,11.17
sedan,45.7,25.0,19.6,99.0,19,18,0.8,5.94
sedan,51.3,12.8,19.2,26.5,8,10,0.57,10.34
motorcycle,18.6,15.8,56.3,93.4,7,16,0.29,10.74
truck,115.0,15.7,7.8,5.3,20,7,0.15,25.7
sedan,40.4,13.4,18.7,26.6,2,14,0.05,9.23
sedan,49.1,36.1,20.3,60.8,13,5,0.73,12.68
truck,61.1,41.3,11.7,17.3,2,9,0.15,28.28
hatchback,41.9,16.2,21.1,111.5,20,11,0.92,3.76
sedan,36.6,17.2,19.2,8.8,18,9,0.36,39.93
suv,57.5,33.5,12.4,105.5,20,4,0.42,4.54
truck,116.2,82.1,8.8,47.9,15,17,0.08,15.9
sedan,49.0,26.9,13.0,70.0,9,17,0.5,5.41
motorcycle,19.4,15.6,54.3,49.8,21,13,0.92,20.53
suv,56.1,6.6,13.0,86.3,16,13,0.01,0.93
sedan,41.9,21.7,19.0,115.8,22,14,0.3,3.68
suv,56.2,50.5,9.2,83.9,28,12,0.57,5.77
suv,79.2,11.3,11.1,54.5,21,20,0.41,2.72
hatchback,31.5,29.9,18.2,44.4,28,4,0.22,12.52
suv,62.6,39.4,13.0,5.0,17,6,0.82,116.37
hatchback,44.5,16.7,20.6,24.3,3,17,0.16,14.53
truck,95.7,54.0,5.7,53.5,13,19,0.77,5.96
hatchback,33.5,7.4,16.9,85.5,0,20,0.5,1.6
motorcycle,16.2,2.1,54.5,112.8,3,7,0.69,1.09
sedan,39.6,3.9,17.6,11.2,8,18,0.33,6.79
truck,88.3,88.0,6.1,86.5,17,5,0.87,7.28
truck,65.5,19.1,5.9,112.3,28,15,0.13,1.07
motorcycle,18.5,7.7,57.4,33.1,2,14,0.36,13.16
hatchback,38.8,30.9,16.3,28.7,12,5,0.74,19.22
sedan,36.5,29.5,17.6,83.4,16,17,0.41,7.01
hatchback,32.2,25.8,18.5,100.1,24,16,0.22,5.11
suv,67.2,27.8,11.9,68.2,9,5,0.29,4.95
hatchback,35.8,18.4,15.7,50.3,16,10,0.29,5.75
truck,110.4,101.0,7.8,99.7,29,7,0.82,9.42
sedan,39.8,34.4,20.6,100.1,8,7,0.25,7.43
hatchback,36.7,3.1,15.3,63.6,2,12,0.88,0.86
sedan,38.5,1.8,16.5,118.4,21,11,0.83,0.3
sedan,49.3,32.5,16.3,47.2,10,4,0.36,11.67
suv,68.1,61.3,14.7,8.7,0,12,0.66,114.17
suv,74.0,50.5,10.8,105.8,1,6,0.71,6.17
truck,98.2,51.3,9.2,7.1,7,20,0.37,73.38
motorcycle,10.8,5.2,32.6,73.8,22,10,0.63,2.46
sedan,48.5,24.1,13.8,16.7,17,12,0.47,22.9
motorcycle,14.4,5.6,55.3,95.2,25,6,0.37,3.67
truck,114.4,10.9,7.9,58.5,1,8,0.63,1.67
sedan,46.0,41.7,12.0,77.4,15,9,0.51,7.06
sedan,49.9,12.1,14.0,85.8,19,11,0.23,1.77
motorcycle,16.9,1.0,47.6,74.7,10,16,0.44,0.65
hatchback,35.1,4.5,17.4,12.9,21,16,0.42,6.4
suv,75.5,66.4,10.1,76.5,0,5,0.23,9.01
hatchback,30.3,17.9,15.5,6.4,1,3,0.67,49.75
motorcycle,12.9,4.9,36.5,34.2,9,16,0.29,5.48
suv,75.8,52.5,15.0,17.1,11,12,0.96,58.95
hatchback,35.8,27.6,15.2,9.8,7,16,0.59,47.29
suv,59.7,43.0,12.0,111.8,26,14,0.63,4.9
sedan,52.0,17.8,15.7,53.4,16,7,0.58,5.91
hatchback,35.9,17.8,21.8,93.4,21,13,0.44,4.7
suv,72.1,2.6,8.5,111.1,19,5,0.18,0.2
suv,55.6,47.9,9.2,104.2,18,17,0.61,4.67
suv,52.6,30.9,10.8,103.0,19,14,0.28,3.23
hatchback,32.7,18.9,15.1,26.8,19,7,0.74,12.34
truck,119.9,21.7,6.8,108.3,25,16,0.89,1.54
hatchback,40.3,32.1,16.8,38.2,20,6,0.98,16.52
motorcycle,11.6,11.5,49.6,40.2,1,20,0.06,14.11
hatchback,32.0,29.2,21.5,113.3,1,13,0.48,6.12
suv,51.9,32.4,8.8,21.0,12,4,0.12,14.37
sedan,40.9,13.5,18.0,71.7,22,15,0.79,3.89
hatchback,38.3,19.8,14.5,89.5,15,12,0.17,3.69
hatchback,40.2,28.2,16.1,96.6,7,9,0.73,5.64
suv,60.5,38.7,13.1,26.2,0,9,0.92,22.68
sedan,38.7,7.5,16.8,15.6,19,19,0.81,9.81
sedan,42.6,11.3,12.2,77.0,11,11,0.48,2.03
motorcycle,19.3,4.7,45.4,29.6,21,14,0.98,8.08
hatchback,32.2,11.3,17.7,91.1,0,19,0.19,2.17
sedan,40.6,15.1,19.9,118.8,21,13,0.68,2.88
sedan,53.3,1.7,19.9,103.2,9,3,0.59,0.38
truck,74.4,16.8,8.9,109.2,23,20,0.37,1.49
truck,95.2,83.0,11.0,101.2,25,12,0.65,9.63
sedan,50.5,5.5,15.0,24.4,9,14,0.84,4.1
motorcycle,14.1,12.8,48.8,117.3,10,16,0.92,6.02
sedan,42.1,26.6,13.7,92.4,17,13,0.79,4.35
suv,60.4,25.9,10.6,100.8,11,14,0.95,3.59
hatchback,34.9,17.1,21.1,108.0,17,12,0.37,3.2
motorcycle,11.9,1.4,50.6,119.2,19,12,0.84,0.74
suv,57.7,36.3,8.5,86.3,9,16,0.84,4.21
motorcycle,13.3,8.5,46.4,38.6,7,8,0.47,12.15
suv,59.1,16.3,15.6,104.2,2,10,0.21,2.6
hatchback,32.8,17.0,16.2,48.5,4,9,0.94,6.58
hatchback,40.1,17.9,14.6,74.9,19,17,0.51,3.41
truck,82.5,36.1,5.1,14.6,5,7,0.15,12.86
suv,73.4,20.9,8.8,32.0,25,5,0.04,5.67
truck,78.6,63.1,10.9,27.2,23,14,0.54,26.83
suv,65.9,59.2,12.1,59.3,0,3,0.52,12.47
truck,83.8,24.4,7.8,73.2,3,9,0.24,2.69
hatchback,31.3,23.6,19.3,55.8,19,3,0.82,9.1
motorcycle,13.3,13.1,46.3,37.9,28,9,0.34,17.23
truck,103.8,16.1,6.1,69.6,18,7,0.42,1.51
suv,60.9,56.3,10.7,66.8,6,14,0.53,11.32
suv,64.3,22.3,15.3,56.8,9,10,0.66,7.53
hatchback,41.6,36.5,17.9,98.3,13,16,0.79,7.77
suv,66.4,55.2,9.7,86.6,1,20,0.08,6.53
sedan,40.4,37.1,19.6,40.3,6,14,0.29,19.84
motorcycle,12.2,5.5,30.8,51.2,27,15,0.52,3.59
truck,107.0,4.9,8.4,66.0,18,4,0.04,0.62
motorcycle,15.9,1.0,38.0,62.5,5,6,0.13,0.64
hatchback,35.6,22.6,24.0,118.5,22,9,0.5,4.79
truck,114.3,11.4,8.2,48.4,7,13,0.99,2.23
truck,109.7,54.2,11.1,35.6,13,20,0.5,19.95
sedan,50.0,21.9,12.0,75.4,29,19,0.26,3.64
hatchback,39.6,35.4,21.7,106.7,19,12,0.19,7.97
suv,62.7,53.3,14.7,26.3,15,8,0.81,36.62
sedan,40.1,30.3,14.0,67.7,2,9,0.36,6.85
sedan,48.3,27.4,17.5,63.7,18,17,0.93,8.31
motorcycle,15.5,2.4,39.1,31.5,17,16,0.64,3.14
motorcycle,13.8,3.2,56.6,105.5,17,15,0.06,1.71
motorcycle,12.2,10.8,59.6,98.9,19,7,0.59,7.08
sedan,50.4,47.8,18.0,22.8,11,14,0.58,43.47
suv,68.3,46.5,8.0,62.4,20,5,0.0,5.88
truck,79.6,27.7,9.9,85.6,0,17,0.95,3.64
motorcycle,14.2,6.8,56.7,33.6,4,15,0.53,11.48
suv,55.9,6.9,14.7,85.4,21,15,0.33,1.3
hatchback,44.9,39.1,20.4,88.1,12,15,0.69,10.05
motorcycle,19.7,1.5,39.4,43.0,11,7,0.66,1.52
truck,86.0,63.4,9.3,14.9,3,16,0.47,40.29
hatchback,41.1,30.8,18.9,18.4,19,6,0.25,32.22
hatchback,37.0,25.1,23.6,119.9,11,16,0.75,5.83
truck,105.6,91.2,11.7,56.3,23,15,0.66,21.94
motorcycle,14.6,5.9,59.5,31.7,22,3,0.72,12.88
sedan,38.6,16.0,14.9,24.4,24,12,0.37,9.76
truck,106.1,34.1,7.4,34.0,10,19,0.46,8.03
truck,91.8,88.9,11.3,75.1,23,10,0.9,16.63
truck,88.1,75.2,11.1,46.0,2,10,0.04,18.87
hatchback,44.9,16.8,18.7,91.8,25,8,0.2,3.57
suv,50.2,35.9,11.7,66.2,15,14,0.18,6.22
sedan,49.0,11.1,19.8,28.4,20,7,0.64,8.8
motorcycle,13.8,12.3,35.1,43.8,9,3,0.64,11.12
motorcycle,14.5,10.7,56.0,94.3,2,8,0.38,6.65
suv,57.1,56.9,14.3,103.9,11,13,0.21,7.68
truck,65.0,44.1,9.1,38.5,27,16,0.75,11.79
sedan,37.4,10.9,18.5,45.3,14,10,0.13,4.71
motorcycle,19.9,1.2,43.6,34.0,8,20,0.1,1.53
motorcycle,13.1,2.8,59.3,6.4,7,6,0.3,27.62
truck,99.4,6.5,10.7,58.7,23,3,0.48,1.36
suv,65.7,18.1,9.1,23.5,21,4,0.23,7.55
sedan,44.2,24.9,14.7,44.5,1,4,0.85,9.5
suv,54.1,25.6,13.7,24.4,14,3,0.61,15.8
suv,56.9,27.8,8.4,83.3,25,15,0.55,2.86
sedan,36.2,3.6,16.2,25.4,19,17,0.26,2.58
sedan,49.8,4.6,16.5,100.0,1,8,0.3,0.81
motorcycle,18.0,5.9,59.9,21.2,24,16,0.2,18.05
motorcycle,19.0,14.4,40.2,37.7,22,13,0.84,18.73
sedan,39.6,33.9,19.5,64.5,14,16,0.63,12.33
hatchback,41.7,10.4,21.0,12.5,8,17,0.23,20.19
motorcycle,19.2,1.3,36.4,32.0,22,16,0.28,1.48
hatchback,38.9,34.6,20.4,32.8,2,19,0.63,23.5
sedan,50.8,37.8,17.8,21.6,27,10,0.31,31.05
motorcycle,17.7,11.8,37.9,29.4,6,12,0.24,16.23
suv,68.0,40.3,13.1,98.7,24,8,0.28,5.35
sedan,47.9,30.8,13.1,111.6,11,9,0.76,3.88
truck,66.7,19.0,12.0,80.7,27,18,0.5,2.99
hatchback,41.5,26.8,22.4,60.9,25,15,0.8,10.48
sedan,53.6,37.0,18.2,92.2,17,7,0.16,7.02
sedan,41.4,23.5,12.2,55.3,15,6,0.16,5.04
motorcycle,18.1,12.3,40.0,48.3,25,19,0.84,12.15
motorcycle,15.1,8.9,56.5,6.8,22,19,0.03,78.9
motorcycle,12.1,2.7,34.4,114.6,1,18,0.59,0.98
truck,79.3,34.9,5.6,119.8,10,8,0.62,1.84
motorcycle,12.6,3.6,46.5,13.1,8,19,0.56,16.08
sedan,53.4,48.9,12.1,17.4,21,14,0.64,34.5
motorcycle,12.4,5.5,41.8,29.2,16,11,0.91,9.22
suv,65.7,59.5,15.2,27.7,29,19,0.61,37.91
motorcycle,15.2,2.1,46.7,59.9,11,7,0.01,1.69
truck,79.0,21.2,8.4,92.6,3,20,0.22,2.06
suv,76.9,52.0,13.4,97.7,29,19,0.76,7.67
sedan,52.3,1.4,20.9,29.8,27,9,0.27,1.07
sedan,37.2,28.0,15.9,7.8,13,11,0.2,59.13
hatchback,39.5,2.7,23.9,8.1,3,20,0.1,8.38
suv,59.4,32.9,13.2,89.7,23,18,0.1,5.2
hatchback,31.5,10.0,15.5,66.6,7,16,0.72,2.76
suv,71.0,46.1,10.0,61.9,15,6,0.65,8.62
suv,72.2,45.3,11.1,29.9,7,14,0.51,18.69
truck,83.0,71.0,11.0,31.8,21,3,0.32,26.12
hatchback,37.0,21.7,22.9,93.8,5,5,0.74,6.53
truck,84.7,8.7,9.3,69.1,17,11,0.16,1.23
suv,69.7,33.6,11.0,96.4,6,15,0.71,4.33
sedan,35.9,13.0,18.5,64.7,14,12,0.6,4.03
suv,58.0,44.7,8.8,69.5,3,15,0.89,6.82
truck,94.2,44.8,6.6,49.1,3,6,0.15,6.65
hatchback,38.1,33.1,18.5,74.6,6,18,0.43,9.25
hatchback,44.2,37.5,22.6,80.0,2,14,0.73,12.24
truck,118.7,62.9,6.8,70.9,15,7,0.21,6.49
hatchback,39.2,12.7,15.6,76.7,29,5,0.34,2.98
motorcycle,13.0,5.2,44.7,117.1,20,10,0.64,2.34
sedan,51.6,48.2,16.2,68.4,23,10,0.8,12.87
sedan,54.8,36.1,21.8,64.3,7,10,0.73,14.16
sedan,48.4,39.8,16.6,112.4,21,9,0.25,5.79
hatchback,38.9,25.9,19.1,89.3,1,19,0.0,5.35
hatchback,31.0,11.5,22.4,17.2,26,5,0.28,16.28
suv,70.4,38.9,14.2,23.1,15,15,0.49,25.7
suv,63.1,53.7,8.9,70.0,21,17,0.05,7.36
sedan,41.9,3.5,13.2,15.7,0,5,0.81,3.44
motorcycle,17.3,16.7,42.5,47.3,4,8,0.78,19.37
suv,68.0,35.0,12.4,80.0,2,16,0.93,6.17
suv,61.9,34.3,12.7,33.5,25,4,0.53,13.23
hatchback,41.3,12.2,14.5,61.3,21,4,0.25,2.93
motorcycle,10.6,3.9,39.4,109.0,12,15,0.03,1.53
sedan,36.3,19.6,13.3,58.0,6,5,0.29,4.19
suv,68.9,14.2,10.1,103.8,20,18,0.0,1.36
motorcycle,14.3,8.1,43.5,111.4,9,7,0.16,3.01
motorcycle,16.0,6.4,51.2,63.9,17,9,0.09,5.0
sedan,48.8,33.1,21.5,47.7,3,12,0.17,15.44
motorcycle,18.4,5.9,34.7,36.3,3,19,0.32,5.48
motorcycle,10.8,4.5,44.9,54.6,17,16,0.29,4.19
motorcycle,15.8,15.4,58.3,16.3,16,11,0.87,67.43
suv,50.9,30.6,15.6,83.1,23,10,0.75,6.84
sedan,40.7,19.8,19.5,34.6,28,16,0.67,12.52
motorcycle,12.7,5.5,48.5,12.5,7,16,0.41,21.69
motorcycle,17.2,8.7,57.1,48.7,11,7,0.0,11.73
suv,59.3,51.5,10.7,34.1,25,12,0.08,14.86
sedan,42.7,34.0,18.6,56.3,14,12,0.77,13.16
hatchback,41.2,8.4,17.0,45.0,18,12,0.81,3.32
suv,68.3,50.8,10.8,58.6,23,7,0.6,10.8
sedan,42.1,18.8,16.2,77.7,24,16,0.42,4.26
motorcycle,18.8,14.7,59.4,21.0,5,10,0.24,43.31
sedan,35.7,15.0,14.9,35.3,23,9,0.24,6.85
sedan,37.6,9.0,19.5,36.6,20,7,0.17,5.18
sedan,45.9,25.8,21.2,8.0,10,5,0.31,71.95
hatchback,40.7,20.3,21.0,56.5,3,19,0.21,7.87
sedan,39.3,22.4,18.6,45.8,23,5,0.6,10.24
hatchback,30.1,26.3,16.8,62.7,8,10,0.3,7.73
motorcycle,16.9,7.8,48.8,99.7,25,5,0.57,4.4
hatchback,38.1,15.2,18.1,54.8,23,5,0.13,5.39
motorcycle,19.7,15.6,38.9,9.9,2,19,0.55,70.68
motorcycle,16.6,16.5,53.3,67.1,21,18,0.13,11.62
hatchback,40.4,22.0,23.6,9.2,11,5,0.07,57.9
suv,66.0,9.5,11.9,50.9,15,20,0.77,2.68
truck,63.7,41.5,10.8,109.3,26,10,0.6,4.82
sedan,36.3,4.7,17.7,30.1,25,13,0.21,2.94
truck,67.0,37.0,11.0,83.8,20,18,0.27,5.05
sedan,52.0,25.0,14.7,34.9,10,7,0.08,11.17
sedan,53.6,15.3,15.4,31.8,29,3,0.31,8.42
motorcycle,18.4,13.7,39.6,56.8,10,14,0.26,10.62
sedan,45.4,5.5,17.7,49.9,8,4,0.28,2.04
sedan,40.9,15.2,15.7,54.4,28,19,0.74,4.95
hatchback,35.1,21.9,17.1,118.2,25,3,0.61,3.57
truck,94.8,18.1,5.9,117.0,17,4,0.66,0.95
hatchback,42.9,5.0,21.3,37.8,4,16,0.47,3.19
sedan,40.1,16.6,17.0,42.1,24,12,0.85,7.9
motorcycle,10.7,1.3,35.9,39.9,18,15,0.64,1.19
hatchback,32.2,14.7,17.9,49.1,0,4,0.26,5.23
hatchback,40.0,3.8,17.8,64.2,23,14,0.92,1.27
suv,75.8,43.3,10.9,47.8,16,3,0.13,10.75
sedan,35.8,28.5,18.5,99.5,24,12,0.25,5.4
motorcycle,18.8,1.2,30.3,29.9,20,6,0.3,1.22
hatchback,42.4,29.6,22.4,49.1,25,5,0.52,13.54
hatchback,40.6,21.8,14.8,5.1,14,15,0.17,64.7
motorcycle,17.3,2.0,35.0,26.2,27,5,0.25,3.11
sedan,47.0,25.0,19.4,102.3,24,13,0.47,5.04
suv,79.8,58.6,13.3,78.6,14,13,0.95,11.78
hatchback,44.1,17.5,16.3,16.8,17,11,0.7,18.07
suv,55.9,38.0,15.2,33.0,13,7,0.92,21.45
truck,95.5,23.6,10.8,59.1,16,11,0.42,4.46
sedan,53.1,48.0,21.9,68.3,23,13,0.56,17.39
truck,79.6,62.4,8.5,23.7,29,15,0.59,26.61
truck,99.5,55.0,6.9,73.3,7,7,0.95,5.82
truck,113.8,17.1,9.1,95.1,25,18,0.84,1.79
sedan,50.4,25.0,13.2,116.6,10,6,0.52,3.09
sedan,46.3,39.9,15.9,93.8,9,13,0.7,8.08
motorcycle,15.1,3.3,34.1,57.6,22,16,0.91,2.11
suv,53.1,9.2,12.2,40.4,10,9,0.32,2.97
suv,64.8,35.0,14.8,67.4,29,6,0.96,8.75
motorcycle,16.8,11.1,39.9,118.5,18,17,0.96,4.78
motorcycle,13.6,4.7,48.0,30.4,4,13,0.26,8.19
truck,86.7,26.9,8.3,6.7,22,4,0.16,36.97
motorcycle,16.3,4.3,42.7,76.5,17,17,0.55,2.63
hatchback,43.8,26.8,20.6,39.7,25,20,0.31,14.23
suv,66.1,65.8,11.6,68.4,24,10,0.29,12.78
motorcycle,19.4,15.9,38.0,99.3,17,3,0.64,6.57
hatchback,34.0,32.2,17.2,22.5,23,17,0.75,29.27
hatchback,31.4,3.7,20.8,25.5,19,19,0.84,3.51
hatchback,34.6,30.9,14.4,68.1,13,6,0.86,7.24
hatchback,33.2,17.6,20.0,8.8,28,20,0.02,39.16
truck,71.1,43.5,5.6,119.0,8,17,0.71,2.29
hatchback,35.6,25.0,23.5,7.3,25,18,0.82,95.97
truck,62.3,31.4,7.8,29.4,1,3,0.06,8.92
truck,70.1,44.7,11.8,104.4,2,5,0.52,5.2
hatchback,40.4,33.0,20.6,117.4,8,5,0.95,6.93
suv,61.8,28.2,9.0,112.9,8,19,0.25,2.37
hatchback,40.4,9.0,17.9,39.8,3,17,0.95,4.93
hatchback,34.2,9.2,19.0,13.2,0,3,0.36,13.96
hatchback,32.4,28.0,17.9,117.9,15,6,0.19,4.97
suv,74.6,66.2,13.0,9.0,20,15,0.04,97.0
sedan,43.3,37.7,21.7,14.8,10,3,0.11,61.01
sedan,42.6,6.7,17.1,43.8,4,19,0.35,2.83
truck,118.6,118.0,10.4,97.3,10,3,0.15,13.37
truck,112.7,12.9,5.4,105.5,24,16,0.61,0.74
suv,72.0,19.7,13.6,52.1,3,7,0.8,5.8
motorcycle,17.2,9.9,46.7,91.5,0,17,0.56,5.47
sedan,51.6,45.2,14.9,17.0,22,16,0.95,41.53
truck,60.8,4.1,9.7,72.8,12,15,0.11,0.53
sedan,42.0,34.3,13.7,106.5,2,16,0.17,4.71
suv,59.9,39.8,12.7,22.2,16,3,0.7,25.92
suv,78.9,10.3,11.2,30.8,24,11,0.12,4.08
motorcycle,16.8,15.6,34.4,41.8,1,20,0.69,15.17
motorcycle,15.2,11.6,30.9,34.5,24,14,0.94,12.57
suv,55.0,20.9,8.4,78.6,24,14,0.57,2.57
truck,118.8,48.4,7.1,22.3,29,17,0.75,18.64
sedan,41.3,25.0,18.6,37.3,7,13,0.59,14.06
hatchback,30.3,27.0,15.1,10.5,2,4,0.74,44.3
motorcycle,14.5,11.6,35.8,22.5,21,7,0.26,21.08
hatchback,45.0,34.8,22.2,8.0,9,14,0.71,108.53
truck,71.0,13.4,5.8,73.3,17,11,0.06,1.0
motorcycle,12.8,8.8,41.8,86.0,17,9,0.22,4.11
hatchback,37.5,12.0,19.1,36.9,4,5,0.24,6.62
truck,70.1,35.1,10.2,30.6,14,14,0.17,12.99
sedan,39.3,12.4,12.5,113.6,0,6,0.82,1.61
truck,88.7,16.9,6.9,53.2,22,13,0.35,2.34
motorcycle,19.8,13.4,40.7,21.8,25,9,0.71,27.92
suv,68.5,51.3,14.3,81.0,16,3,0.23,9.36
sedan,49.5,42.1,16.4,10.9,14,9,0.02,65.81
hatchback,36.3,7.3,22.6,91.3,24,3,0.47,2.1
motorcycle,10.8,7.9,52.3,69.3,28,17,0.31,6.52
suv,52.8,17.8,15.0,86.9,13,9,0.77,3.34
truck,64.0,10.7,11.0,72.7,20,17,0.53,1.69
suv,57.8,34.2,8.6,108.8,25,18,0.82,3.2
motorcycle,19.3,3.9,33.6,42.0,19,9,0.24,3.61
motorcycle,14.2,10.4,39.0,56.5,1,11,0.74,8.8
suv,70.8,5.0,12.0,118.9,14,20,0.49,0.55
